; PowerName, PH1.LED1(W,I),,,PH1.LED4(W,I), PH2.LED1(W,I),,,PH2.LED4(W,I), PH3.LED1(W,I),,,PH3.LED4(W,I), PH4.LED1(W,I),,,PH4.LED4(W,I), PH1.LED5(W,I),,,PH5.LED4(W,I), PH6.LED1(W,I),,,PH6.LED4(W,I), PH7.LED1(W,I),,,PH7.LED4(W,I), PH8.LED1(W,I),,,PH8.LED4(W,I)
2023-09-15(0915_Max90),1.257,450,1.131,430,1.018,867,0.916,462,1.257,429,1.131,555,1.018,981,0.916,567,1.257,385,1.131,472,1.018,965,0.916,541,1.257,465,1.131,795,1.018,910,0.916,482,1.257,429,1.131,434,1.018,955,0.916,560,1.257,527,1.131,489,1.018,972,0.916,551,,,,,,,,,,,,,,,,,
2024-01-29(0129_1.0E),1.000,364,1.000,377,1.000,850,1.000,511,1.000,334,1.000,489,1.000,960,1.000,626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-01-29(0129_0.5W),0.500,54932,0.500,212,0.500,383,0.500,264,0.500,164,0.500,288,0.500,422,0.500,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-01(0201_Max90),0.349,249,0.644,641,0.342,992,0.755,1021,0.349,264,0.644,574,0.342,1000,0.755,1088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-01(0201_Max30),0.116,109,0.215,239,0.114,210,0.252,341,0.116,107,0.215,174,0.114,306,0.252,359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
