3.4515,3.4570,0,0,0,0,0,0,0,0,0,0,
7.1785,767.9985,3.4515,3.4570
7.1785,772.9985,3.4515,8.4570
7.1785,777.9985,3.4515,13.4570
7.1785,782.9985,3.4515,18.4570
7.1785,787.9985,3.4515,23.4570
7.1785,792.9985,3.4515,28.4570
7.1785,797.9985,3.4515,33.4570
7.1785,802.9985,3.4515,38.4570
7.1785,807.9985,3.4515,43.4570
7.1785,812.9985,3.4515,48.4570
7.1785,817.9985,3.4515,53.4570
7.1785,822.9985,3.4515,58.4570
7.1785,827.9985,3.4515,63.4570
7.1785,832.9985,3.4515,68.4570
7.1785,837.9985,3.4515,73.4570
7.1785,842.9985,3.4515,78.4570
7.1785,847.9985,3.4515,83.4570
7.1785,852.9985,3.4515,88.4570
7.1785,857.9985,3.4515,93.4570
7.1785,862.9985,3.4515,98.4570
7.1785,867.9985,3.4515,103.4570
7.1785,872.9985,3.4515,108.4570
7.1785,877.9985,3.4515,113.4570
7.1785,882.9985,3.4515,118.4570
7.1785,887.9985,3.4515,123.4570
7.1785,892.9985,3.4515,128.4570
7.1785,897.9985,3.4515,133.4570
7.1785,902.9985,3.4515,138.4570
7.1785,907.9985,3.4515,143.4570
7.1785,912.9985,3.4515,148.4570
7.1785,917.9985,3.4515,153.4570
7.1785,922.9985,3.4515,158.4570
7.1785,927.9985,3.4515,163.4570
7.1785,932.9985,3.4515,168.4570
7.1785,937.9985,3.4515,173.4570
7.1785,942.9985,3.4515,178.4570
7.1785,947.9985,3.4515,183.4570
7.1785,952.9985,3.4515,188.4570
7.1785,957.9985,3.4515,193.4570
7.1785,962.9985,3.4515,198.4570
7.1785,967.9985,3.4515,203.4570
7.1785,972.9985,3.4515,208.4570
7.1785,977.9985,3.4515,213.4570
7.1785,982.9985,3.4515,218.4570
7.1785,987.9985,3.4515,223.4570
7.1785,992.9985,3.4515,228.4570
7.1785,997.9985,3.4515,233.4570
7.1785,1002.9985,3.4515,238.4570
7.1785,1007.9985,3.4515,243.4570
7.1785,1012.9985,3.4515,248.4570
7.1785,1017.9985,3.4515,253.4570
7.1785,1022.9985,3.4515,258.4570
7.1785,1027.9985,3.4515,263.4570
7.1785,1032.9985,3.4515,268.4570
7.1785,1037.9985,3.4515,273.4570
7.1785,1042.9985,3.4515,278.4570
7.1785,1047.9985,3.4515,283.4570
7.1785,1052.9985,3.4515,288.4570
7.1785,1057.9985,3.4515,293.4570
