0.0000
0.0000
0.0000
1
1
 +0.0000, +800.2846, +0.0000, +0.0000,
 +5.0000, +800.2846, -0.0002, -0.0003,
 +10.0000, +800.2846, +0.0003, -0.0002,
 +15.0000, +800.2846, +0.0007, -0.0005,
 +20.0000, +800.2846, +0.0012, -0.0005,
 +25.0000, +800.2846, +0.0012, -0.0006,
 +30.0000, +800.2846, +0.0015, -0.0010,
 +35.0000, +800.2846, +0.0016, -0.0012,
 +40.0000, +800.2846, +0.0018, -0.0010,
 +45.0000, +800.2846, +0.0022, -0.0011,
 +50.0000, +800.2846, +0.0022, -0.0007,
 +55.0000, +800.2846, +0.0021, -0.0004,
 +60.0000, +800.2846, +0.0020, -0.0006,
 +65.0000, +800.2846, +0.0018, -0.0005,
 +70.0000, +800.2846, +0.0021, -0.0003,
 +75.0000, +800.2846, +0.0023, -0.0003,
 +80.0000, +800.2846, +0.0026, -0.0007,
 +85.0000, +800.2846, +0.0020, -0.0012,
 +90.0000, +800.2846, +0.0017, -0.0020,
 +95.0000, +800.2846, +0.0018, -0.0028,
 +100.0000, +800.2846, +0.0018, -0.0032,
 +105.0000, +800.2846, +0.0028, -0.0035,
 +110.0000, +800.2846, +0.0031, -0.0033,
 +115.0000, +800.2846, +0.0030, -0.0030,
 +120.0000, +800.2846, +0.0027, -0.0025,
 +125.0000, +800.2846, +0.0029, -0.0016,
 +130.0000, +763.2820, +0.0048, -0.0019,
 +135.0000, +763.2820, +0.0047, -0.0011,
 +140.0000, +763.2820, +0.0049, -0.0005,
 +145.0000, +763.2820, +0.0045, -0.0006,
 +150.0000, +763.2820, +0.0048, -0.0009,
 +155.0000, +763.2820, +0.0046, -0.0011,
 +160.0000, +763.2820, +0.0051, -0.0014,
 +165.0000, +763.2820, +0.0054, -0.0015,
 +170.0000, +763.2820, +0.0055, -0.0012,
 +175.0000, +763.2820, +0.0051, -0.0013,
 +180.0000, +763.2820, +0.0052, -0.0012,
 +185.0000, +763.2820, +0.0053, -0.0009,
 +190.0000, +763.2820, +0.0055, -0.0008,
 +195.0000, +763.2820, +0.0054, -0.0008,
 +200.0000, +763.2820, +0.0058, -0.0006,
 +205.0000, +763.2820, +0.0056, -0.0010,
 +210.0000, +763.2820, +0.0056, -0.0010,
 +215.0000, +763.2820, +0.0057, -0.0013,
 +220.0000, +763.2820, +0.0058, -0.0014,
 +225.0000, +763.2820, +0.0059, -0.0013,
 +230.0000, +763.2820, +0.0061, -0.0011,
 +235.0000, +763.2820, +0.0061, -0.0011,
 +240.0000, +763.2820, +0.0060, -0.0010,
 +245.0000, +763.2820, +0.0064, -0.0007,
 +250.0000, +763.2820, +0.0063, -0.0003,
