430.7402191,759.5078073
290.355544,763.569605
295.1954696,763.596437
300.0353953,763.623269
304.8753209,763.650101
309.7152465,763.676933
314.5551721,763.703765
319.3950978,763.730597
324.2350234,763.757429
329.074949,763.784261
333.9148746,763.811093
338.7548003,763.837925
343.5947259,763.864757
348.4346515,763.891589
353.2745771,763.918421
358.1145028,763.9452529
362.9544284,763.9720849
367.794354,763.9989169
372.6342796,764.0257489
377.4742053,764.0525809
382.3141309,764.0794129
387.1540565,764.1062449
391.9939821,764.1330769
396.8339077,764.1599089
401.6738334,764.1867409
406.513759,764.2135729
411.3536846,764.2404049
416.1936102,764.2672369
421.0335359,764.2940689
425.8734615,764.3209009
425.8466295,769.1608265
421.0067039,769.1339945
416.1667782,769.1071625
411.3268526,769.0803305
406.486927,769.0534985
401.6470014,769.0266665
396.8070758,768.9998345
391.9671501,768.9730026
387.1272245,768.9461706
382.2872989,768.9193386
377.4473733,768.8925066
372.6074476,768.8656746
367.767522,768.8388426
362.9275964,768.8120106
358.0876708,768.7851786
353.2477451,768.7583466
348.4078195,768.7315146
343.5678939,768.7046826
338.7279683,768.6778506
333.8880426,768.6510186
329.048117,768.6241866
324.2081914,768.5973546
319.3682658,768.5705226
314.5283401,768.5436906
309.6884145,768.5168586
304.8484889,768.4900266
300.0085633,768.4631946
295.1686377,768.4363626
295.1418057,773.2762882
299.9817313,773.3031202
304.8216569,773.3299522
309.6615825,773.3567842
314.5015081,773.3836162
319.3414338,773.4104482
324.1813594,773.4372802
329.021285,773.4641122
333.8612106,773.4909442
338.7011363,773.5177762
343.5410619,773.5446082
348.3809875,773.5714402
353.2209131,773.5982722
358.0608388,773.6251042
362.9007644,773.6519362
367.74069,773.6787682
372.5806156,773.7056002
377.4205413,773.7324322
382.2604669,773.7592642
387.1003925,773.7860962
391.9403181,773.8129282
396.7802438,773.8397602
401.6201694,773.8665922
406.460095,773.8934242
411.3000206,773.9202562
416.1399462,773.9470882
420.9798719,773.9739202
425.8197975,774.0007522
425.7929655,778.8406778
420.9530399,778.8138458
416.1131143,778.7870138
411.2731886,778.7601818
406.433263,778.7333498
401.5933374,778.7065178
396.7534118,778.6796858
391.9134861,778.6528538
387.0735605,778.6260218
382.2336349,778.5991898
377.3937093,778.5723578
372.5537836,778.5455258
367.713858,778.5186938
362.8739324,778.4918618
358.0340068,778.4650298
353.1940811,778.4381978
348.3541555,778.4113658
343.5142299,778.3845338
338.6743043,778.3577018
333.8343786,778.3308698
328.994453,778.3040378
324.1545274,778.2772058
319.3146018,778.2503738
314.4746762,778.2235418
309.6347505,778.1967098
304.7948249,778.1698779
299.9548993,778.1430459
295.1149737,778.1162139
295.0881417,782.9561395
299.9280673,782.9829715
304.7679929,783.0098035
309.6079185,783.0366355
314.4478442,783.0634675
319.2877698,783.0902995
324.1276954,783.1171315
328.967621,783.1439635
333.8075466,783.1707955
338.6474723,783.1976275
343.4873979,783.2244595
348.3273235,783.2512914
353.1672491,783.2781234
358.0071748,783.3049554
362.8471004,783.3317874
367.687026,783.3586194
372.5269516,783.3854514
377.3668773,783.4122834
382.2068029,783.4391154
387.0467285,783.4659474
391.8866541,783.4927794
396.7265798,783.5196114
401.5665054,783.5464434
406.406431,783.5732754
411.2463566,783.6001074
416.0862823,783.6269394
420.9262079,783.6537714
425.7661335,783.6806034
425.7393015,788.520529
420.8993759,788.493697
416.0594503,788.466865
411.2195246,788.440033
406.379599,788.413201
401.5396734,788.386369
396.6997478,788.359537
391.8598221,788.332705
387.0198965,788.305873
382.1799709,788.2790411
377.3400453,788.2522091
372.5001196,788.2253771
367.660194,788.1985451
362.8202684,788.1717131
357.9803428,788.1448811
353.1404171,788.1180491
348.3004915,788.0912171
343.4605659,788.0643851
338.6206403,788.0375531
333.7807147,788.0107211
328.940789,787.9838891
324.1008634,787.9570571
319.2609378,787.9302251
314.4210122,787.9033931
309.5810865,787.8765611
304.7411609,787.8497291
299.9012353,787.8228971
295.0613097,787.7960651
